composer	composer_first	work_group	work catalogue	opus	no	mov	title	composition	publication	pages	prio	done	by	time	est_time	CHF	comment	source	filename	parsed	no_notes	Unnamed: 22	entropy	comp_ID	fifth_width	display_year
Chopin	Frédéric	Mazurkas	Op.	59	3			1845.0	1846.0			1.0	kern					CCARH	mazurka59-3.xml	1.0	2043.0		0.21408946584782074	12.0	16.0	1845.0
Chopin	Frédéric		Op.	61			Polonaise-Fantaisie	1846.0				1.0	Y.Murakami@TYO					MS	Polonaise_Fantasie_F.Chopin_Op.61.mxl	1.0	7431.0		0.7157856637845773	12.0	31.0	1846.0
Chopin	Frédéric	Nocturnes	Op.	62	1		2 Nocturnes	1846.0		6.0	3.0	1.0	ClassicMan		180.0	75.0		MS	170557-Nocturne_Opus_62_No._1_in_B_Major.xml	1.0	2291.0		0.567874944274718	12.0	22.0	1846.0
Chopin	Frédéric	Nocturnes	Op.	62	2		2 Nocturnes	1846.0		5.0	3.0	1.0	ClassicMan		150.0	62.5		MS	172330-Nocturne_Opus_62_No._2_in_E_Major.xml	1.0	1944.0		0.2729003088970436	12.0	18.0	1846.0
Chopin	Frédéric	Mazurkas	Op.	63	1			1846.0	1847.0			1.0	kern					CCARH	mazurka63-1.xml	1.0	1272.0		0.2309388056913437	12.0	22.0	1846.0
Chopin	Frédéric	Mazurkas	Op.	63	2			1846.0	1847.0			1.0	kern					CCARH	mazurka63-2.xml	1.0	625.0		0.08091254953788908	12.0	12.0	1846.0
Chopin	Frédéric	Mazurkas	Op.	63	3			1846.0	1847.0			1.0	kern					CCARH	mazurka63-3.xml	1.0	848.0		0.6544951047754374	12.0	21.0	1846.0
Chopin	Frédéric	Mazurkas	Op.	67	1			1835.0	1855.0			1.0	kern					CCARH	mazurka67-1.xml	1.0	852.0		0.1356104229229376	12.0	14.0	1835.0
Chopin	Frédéric	Mazurkas	Op.	67	2			1849.0	1855.0			1.0	kern					CCARH	mazurka67-2.xml	1.0	615.0		0.2385430180851766	12.0	15.0	1849.0
Chopin	Frédéric	Mazurkas	Op.	67	3			1835.0	1855.0			1.0	kern					CCARH	mazurka67-3.xml	1.0	756.0		0.09901035681313028	12.0	15.0	1835.0
Chopin	Frédéric	Mazurkas	Op.	67	4			1846.0	1855.0			1.0	kern					CCARH	mazurka67-4.xml	1.0	880.0		0.18164421848522366	12.0	17.0	1846.0
Chopin	Frédéric	Mazurkas	Op.	68	1			1829.0	1855.0			1.0	kern					CCARH	mazurka68-1.xml	1.0	1146.0		0.13352785580779425	12.0	14.0	1829.0
Chopin	Frédéric	Mazurkas	Op.	68	2			1827.0	1855.0			1.0	kern					CCARH	mazurka68-2.xml	1.0	736.0		0.10733125182074076	12.0	15.0	1827.0
Chopin	Frédéric	Mazurkas	Op.	68	3			1829.0	1855.0			1.0	kern					CCARH	mazurka68-3.xml	1.0	787.0		0.0	12.0	10.0	1829.0
Chopin	Frédéric	Mazurkas	Op.	68	4			1855.0	1855.0			1.0	kern					CCARH	mazurka68-4.xml	1.0	466.0		0.3974107153523956	12.0	19.0	1855.0
Chopin	Frédéric	Nocturnes	Op.	72	1		Posthum	1855.0		3.0	3.0	1.0	ClassicMan		90.0	37.5		MS	188935-Nocturne_Opus_72_No._1_in_E_Minor.xml	1.0	1216.0		0.08727068555395412	12.0	13.0	1855.0
Clementi	Muzio	6 Sonatinas	Op.	36	1				1797.0			1.0	PianoXML					MS	Sonatina_No._1_Op_36.mxl	1.0	1247.0		0.0	13.0	9.0	1797.0
Clementi	Muzio	6 Sonatinas	Op.	36	2				1797.0			1.0	PianoXML					MS	Clementi_Sonatina_No._2_Op_36.mxl	1.0	1634.0		0.0	13.0	10.0	1797.0
Clementi	Muzio	6 Sonatinas	Op.	36	3				1797.0			1.0	PianoXML					MS	Clementi_Sonatina_No._3_Op_36.mxl	1.0	2271.0		0.13018641321981925	13.0	14.0	1797.0
Clementi	Muzio	6 Sonatinas	Op.	36	4				1797.0			1.0	PianoXML					MS	Clementi_Sonatina_No._4_Op_36.mxl	1.0	2215.0		0.11481563591766986	13.0	13.0	1797.0
Clementi	Muzio	6 Sonatinas	Op.	36	5				1797.0															13.0		1797.0
Clementi	Muzio	6 Sonatinas	Op.	36	6				1797.0															13.0		1797.0
Cornelius	Peter	Sechs Lieder	Op.	1	1		Untreu			1.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.1_-_Untreu.mxl	1.0	381.0		0.05032583347756457	15.0	12.0	1849.0
Cornelius	Peter	Sechs Lieder	Op.	1	2		Veilchen			1.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.2_-_Veilchen.mxl	1.0	235.0		0.0	15.0	11.0	1849.0
Cornelius	Peter	Sechs Lieder	Op.	1	3		Wiegenlied			1.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.3_-_Wiegenlied.mxl	1.0	450.0		0.0	15.0	9.0	1849.0
Cornelius	Peter	Sechs Lieder	Op.	1	4		Schmetterling			2.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.4_-_Schmetterling.mxl	1.0	260.0		0.0	15.0	10.0	1849.0
Cornelius	Peter	Sechs Lieder	Op.	1	5		Nachts			1.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.5_-_Nachts.mxl	1.0	331.0		0.08333333333333333	15.0	13.0	1849.0
Cornelius	Peter	Sechs Lieder	Op.	1	6		Denkst du an mich?			2.0		1.0	OpenScore Lieder Corpus					OSLC	Cornelius_Peter_-_6_Lieder_Op.1_No.6_-_Denkst_du_an_mich.mxl	1.0	338.0		0.21525731256410066	15.0	15.0	1849.0
Debussy	Claude	Deux Arabesques	L.	66		1.0		1891.0		5.0		1.0	OpenScore		150.0	62.5		MS	Debussy_66_0.0_1.0.mxl	1.0	1600.0		0.13812322010446912	17.0	15.0	1891.0
Debussy	Claude	Deux Arabesques	L.	66		2.0		1891.0		5.0		1.0	OpenScore		150.0	62.5		MS	Debussy_66_0.0_2.0.mxl	1.0	2158.0		0.262970936887656	17.0	18.0	1891.0
Debussy	Claude		L.	68			Rêverie	1890.0				1.0	Neco					MS	Reverie_Debussy.mxl	1.0	1361.0		0.06992961470521154	17.0	13.0	1890.0
Debussy	Claude	Suite Bergamasque	L.	75		1.0	Prélude	1905.0		5.0		1.0	OpenScore		150.0	62.5		MS	Debussy_75_0.0_1.0.mxl	1.0	2062.0		0.10806157376708718	17.0	14.0	1905.0
Debussy	Claude	Suite Bergamasque	L.	75		2.0	Menuet	1905.0		6.0		1.0	OpenScore		150.0	62.5		MS	Debussy_75_0.0_2.0.mxl	1.0	2572.0		0.16811541061458304	17.0	16.0	1905.0
Debussy	Claude	Suite Bergamasque	L.	75		3.0	Clair de Lune	1905.0		4.0		1.0	OpenScore		150.0	62.5		MS	Debussy_75_0.0_3.0.mxl	1.0	1845.0		0.3195138062802984	17.0	19.0	1905.0
Debussy	Claude	Suite Bergamasque	L.	75		4.0	Passepied	1905.0		6.0		1.0	OpenScore		150.0	62.5		MS	Debussy_75_0.0_4.0.mxl	1.0	2370.0		0.38091083154813904	17.0	18.0	1905.0
Debussy	Claude	Children's corner	L.	113	1		Doctor Gradus ad Parnassum		1908.0			1.0	Nicolas					MS	Debussy_113_1.0_0.0.mxl	1.0	1428.0		0.2384180111359956	17.0	16.0	1908.0
Debussy	Claude	Children's corner	L.	113	2		Jimbo's Lullaby		1908.0			1.0	Nicolas					MS	Debussy_113_2.0_0.0.mxl	1.0	871.0		0.1179127453258184	17.0	13.0	1908.0
Debussy	Claude	Children's corner	L.	113	3		Serenade for the Doll		1908.0			0.0									0.0			17.0		1908.0
Debussy	Claude	Children's corner	L.	113	4		The Snow is Dancing		1908.0			0.0									0.0			17.0		1908.0
Debussy	Claude	Children's corner	L.	113	5		The Little Shepherd		1908.0			1.0	Nicolas					MS	Debussy_113_5.0_0.0.mxl	1.0	429.0		0.1812443620522157	17.0	17.0	1908.0
Debussy	Claude	Children's corner	L.	113	6		Golliwogg's Cakewalk		1908.0			1.0	Nicolas					MS	Debussy_113_6.0_0.0.mxl	1.0	1533.0		0.03226830571719528	17.0	16.0	1908.0
Debussy	Claude	Préludes I					The girl with the flaxen hair	1909.0				1.0	Mitocondria					MS	Debussy_-_La_fille_aux_cheveux_de_lin.mxl	1.0	714.0		0.0	17.0	10.0	1909.0
Dvorak	Antonin	Silhouettes	Op.	8	1		Volume 1	1870.0		3.0	4.0	1.0	Dylan	110.0	90.0	37.5		DCML	Dvorak_8_1.0_0.0.xml	1.0	1156.0		0.2600358967642314	20.0	18.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	2		Volume 1	1870.0		1.0	4.0	1.0	Dylan	60.0	30.0	12. Mai	6tuplet in bar  63	DCML	Dvorak_8_2.0_0.0.xml	1.0	341.0		0.17384782232104054	20.0	13.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	3		Volume 1	1870.0		4.0	4.0	1.0	Dylan	120.0	120.0	50.0		DCML	Dvorak_8_3.0_0.0.xml	1.0	1280.0		0.2430576882668567	20.0	18.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	4		Volume 1	1870.0		3.0	4.0	1.0	Dylan	40.0	90.0	37.5	Last page unvisible in photoscore	DCML	Dvorak_8_4.0_0.0.xml	1.0	916.0		0.0	20.0	11.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	5		Volume 1	1870.0		3.0	4.0	1.0	Dylan	50.0	90.0	37.5		DCML	Dvorak_8_5.0_0.0.xml	1.0	745.0		0.0	20.0	10.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	6		Volume 1	1870.0		5.0	4.0	1.0	Dylan	100.0	150.0	62.5		DCML	Dvorak_8_6.0_0.0.xml	1.0	1193.0		0.29584650227135223	20.0	17.0	1870.0
Dvorak	Antonin	Silhouettes	Op.	8	7		Volume 2	1875.0		3.0	4.0	1.0	Dylan	75.0	90.0	37.5		DCML	Dvorak_8_7.0_0.0.xml	1.0	817.0		0.0	20.0	9.0	1875.0
Dvorak	Antonin	Silhouettes	Op.	8	8		Volume 2	1875.0		4.0	4.0	1.0	Dylan	110.0	120.0	50.0	3rd page unvisible	DCML	Dvorak_8_8.0_0.0.xml	1.0	956.0		0.0	20.0	10.0	1875.0
Dvorak	Antonin	Silhouettes	Op.	8	9		Volume 2	1875.0		3.0	4.0	1.0	Dylan	90.0	90.0	37.5		DCML	Dvorak_8_9.0_0.0.xml	1.0	719.0		0.08333333333333333	20.0	12.0	1875.0
Dvorak	Antonin	Silhouettes	Op.	8	10		Volume 2	1875.0		3.0	4.0	1.0	Dylan	60.0	90.0	37.5	Bar 208 and 216 multiple voice problem corrected changing time values	DCML	Dvorak_8_10.0_0.0.xml	1.0	923.0		0.08091254953788908	20.0	12.0	1875.0
Dvorak	Antonin	Silhouettes	Op.	8	11		Volume 2	1875.0		3.0	4.0	1.0	Dylan	90.0	90.0	37.5	Need 3 different voices corrected by changing  time value	DCML	Dvorak_8_11.0_0.0.xml	1.0	689.0		0.3352726976682049	20.0	18.0	1875.0
Dvorak	Antonin	Silhouettes	Op.	8	12		Volume 2	1875.0		5.0	4.0	1.0	Dylan	90.0	150.0	62.5	last page in another file	DCML	Dvorak_8_12.0_0.0.xml	1.0	1687.0		0.5215777647024352	20.0	22.0	1875.0
Finzi	Gerald	Let us Garlands bring	Op.	18	1		Come away, come away, death		1942.0			1.0	pental					MS	Come_away_come_away_death_Gerald_Finzi.mscz.mxl	1.0	1009.0		0.08228665439016251	23.0	15.0	1942.0
Finzi	Gerald	Let us Garlands bring	Op.	18	2		Who is Silvia?		1942.0			1.0	pental					MS	Who_Is_Silvia_Gerald_Finzi.mscz.mxl	1.0	981.0		0.014059065802596079	23.0	12.0	1942.0
Finzi	Gerald	Let us Garlands bring	Op.	18	3		Fear no more the heat o' the sun		1942.0			1.0	pental					MS	O_Mistress_Mine_Gerald_Finzi.mscz.mxl	1.0	1328.0		0.04138168503036338	23.0	12.0	1942.0
Finzi	Gerald	Let us Garlands bring	Op.	18	4		O Mistress Mine		1942.0			1.0	pental					MS	Fear_no_more_the_heat_of_the_sun_3_Gerald_FINZI.mscz.mxl	1.0	1318.0		0.08744477430315949	23.0	13.0	1942.0
Finzi	Gerald	Let us Garlands bring	Op.	18	5		It was a lover and his lass		1942.0			1.0	pental					MS	It_was_a_lover_and_his_lass_Gerald_FINZI.mscz.mxl	1.0	1915.0		0.0	23.0	10.0	1942.0
Franz	Robert	Sechs Gesänge	Op.	14	1		Widmung		1851.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op.14_No.1_-_Widmung.mxl	1.0	500.0		0.0	24.0	11.0	1851.0
Franz	Robert	Sechs Gesänge	Op.	14	2		Lenz		1851.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op.14_No.2_-_Lenz.mxl	1.0	247.0		0.0	24.0	9.0	1851.0
Franz	Robert	Sechs Gesänge	Op.	14	3		Waldfahrt		1851.0	4.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op.14_No.3_-_Waldfahrt.mxl	1.0	807.0		0.0	24.0	10.0	1851.0
Franz	Robert	Sechs Gesänge	Op.	14	4		Volkslied		1851.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op.14_No.4_-_Volkslied.mxl	1.0	397.0		0.0	24.0	11.0	1851.0
Franz	Robert	Sechs Gesänge	Op.	14	5		Liebesfrühling		1851.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op._14_No._5_-_Liebesfruhling.mxl	1.0	491.0		0.0	24.0	11.0	1851.0
Franz	Robert	Sechs Gesänge	Op.	14	6		Frage nicht		1851.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Franz_Robert_-_6_Gesange_Op.14_No.6_-_Frage_nicht.mxl	1.0	1111.0		0.0	24.0	10.0	1851.0
Granados	Enrique	Goyescas	Op.	11	1		Los requiebros	1909.0	1912.0			1.0	markpearse					MS	Goyescas_Los_Requiebros.mxl	1.0	4637.0		0.326307412675979	27.0	23.0	1909.0
Granados	Enrique	Goyescas	Op.	11	2		Coloquio en la reja	1909.0	1912.0			1.0	markpearse					MS	Goyescas_2_Coloquio_en_la_Reja.mxl	1.0	4637.0		0.3985746363769137	27.0	26.0	1909.0
Granados	Enrique	Goyescas	Op.	11	3		El fandango de candil	1909.0	1912.0			1.0	markpearse					MS	Goyescas_3_El_Fandango_de_Candil.mxl	1.0	4637.0		0.3359396537704101	27.0	21.0	1909.0
Granados	Enrique	Goyescas	Op.	11	4		Quejas, o La Maya y el ruiseñor	1909.0	1912.0			1.0	markpearse					MS	Goyescas_4_Qujas_o_la_Maja_el_Ruisenor.mxl	1.0	4637.0		0.12178896236871499	27.0	14.0	1909.0
Granados	Enrique	Goyescas	Op.	11	5		El Amor y la muerte (balada)	1909.0	1912.0			1.0	markpearse					MS	Goyescas_5_El_Amor_y_la_Muerte.mxl	1.0	4637.0		0.5309905036807465	27.0	23.0	1909.0
Granados	Enrique	Goyescas	Op.	11	6		Epilogo: Serenata del espectro	1909.0	1912.0															27.0		1909.0
Grieg	Edvard	Piano Sonata	Op.	7	1			1865.0		8.0		1.0	ClassicMan					MS	Sonata_in_E_Minor_Opus_7_1st_Movement.mxl	1.0	3512.0		0.3777778869387862	28.0	23.0	1865.0
Grieg	Edvard	Piano Sonata	Op.	7	2			1865.0		4.0		1.0	ClassicMan					MS	Sonata_in_E_Minor_Opus_7_2nd_Movement.mxl	1.0	1622.0		0.2452311663967306	28.0	16.0	1865.0
Grieg	Edvard	Piano Sonata	Op.	7	3			1865.0		3.0		1.0	ClassicMan					MS	Sonata_in_E_Minor_Opus_7_3rd_Movement.mxl	1.0	1456.0		0.01959944848493679	28.0	14.0	1865.0
Grieg	Edvard	Piano Sonata	Op.	7	4			1865.0		12.0		1.0	ClassicMan					MS	Sonata_in_E_Minor_Opus_7_4th_Movement.mxl	1.0	5068.0		0.33259551165959045	28.0	19.0	1865.0
Grieg	Edvard	Lyrical Pieces	Op.	12	8			1866.0	1867.0			1.0						DCML	op12-8_labelled.xml	1.0	447.0		0.08333333333333333	28.0	13.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	2			1866.0	1867.0			1.0						DCML	op12-2_labelled.xml	1.0	695.0		0.02020771188051709	28.0	14.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	3			1866.0	1867.0			1.0						DCML	op12-3_labelled.xml	1.0	739.0		0.030936027220072975	28.0	13.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	6			1866.0	1867.0			1.0						DCML	op12-6_labelled.xml	1.0	620.0		0.0	28.0	9.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	7			1866.0	1867.0			1.0						DCML	op12-7_labelled.xml	1.0	688.0		0.0	28.0	10.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	1		Arietta	1866.0	1867.0			1.0						DCML	op12-1.mxl	1.0	278.0		0.08166223029601481	28.0	13.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	4		Alfedans	1866.0	1867.0			1.0						DCML	op12-4.mxl	1.0	784.0		0.09605002722168716	28.0	16.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	12	2		Waltz	1866.0	1867.0			1.0	PianoXML					MS	Grieg_Waltz_Op._12_No._2.mxl	1.0	694.0		0.045750757706876886	28.0	14.0	1866.0
Grieg	Edvard	Lyrical Pieces	Op.	43	1		Sommerfugl	1886.0	1886.0			1.0						DCML	op43-1.mxl	1.0	994.0		0.19697351412346634	28.0	14.0	1886.0
Grieg	Edvard	Lyrical Pieces	Op.	47	2		Albumblad	1886.0	1888.0			1.0						DCML	op47-2.mxl	1.0	1774.0		0.2712433149506525	28.0	16.0	1886.0
Grieg	Edvard	Lyrical Pieces	Op.	54	3		Trolltog	1889.0	1891.0			1.0						DCML	op54-3.mxl	1.0	2367.0		0.00870487234340523	28.0	14.0	1889.0
Grieg	Edvard	Lyrical Pieces	Op.	65	1		Fra ungdomsdagene	1896.0	1897.0			1.0						DCML	op65-1.mxl	1.0	2422.0		0.07305969074995533	28.0	12.0	1896.0
Grieg	Edvard	Lyrical Pieces	Op.	65	6		Bryllupsdag	1896.0	1897.0			1.0						DCML	op65-6.mxl	1.0	4763.0		0.2522549717743889	28.0	19.0	1896.0
Grieg	Edvard	Lyrical Pieces	Op.	68	1		Matrosenes oppsang	1898.0	1899.0			1.0						DCML	op68-1.mxl	1.0	768.0		0.0	28.0	10.0	1898.0
Hensel	Fanny	Sechs Lieder	Op.	1	1		Schwanenlied		1846.0	4.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.1_-_Schwanenlied.mxl	1.0	1117.0		0.0	30.0	11.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	1	2		Wanderlied		1846.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.2_-_Wanderlied.mxl	1.0	724.0		0.1876691284910812	30.0	14.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	1	3		Warum sind denn die Rosen so blass?		1846.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.3_-_Warum_sind_denn_die_Rosen_so_blass.mxl	1.0	931.0		0.07652465283787413	30.0	12.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	1	4		Mayenlied		1846.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.4_-_Mayenlied.mxl	1.0	1350.0		0.03662474891012611	30.0	12.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	1	5		Morgenständchen		1846.0	4.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.5_-_Morgenstandchen.mxl	1.0	1754.0		0.1587525698905425	30.0	14.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	1	6		Gondellied		1846.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.1_No.6_-_Gondellied.mxl	1.0	883.0		0.028107505551417826	30.0	13.0	1846.0
Hensel	Fanny	Sechs Lieder	Op.	9	1		Die Ersehnte		1850.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.1_-_Die_Ersehnte.mxl	1.0	264.0		0.07375255676901207	30.0	12.0	1850.0
Hensel	Fanny	Sechs Lieder	Op.	9	2		Ferne		1850.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.2_-_Ferne.mxl	1.0	249.0		0.0	30.0	11.0	1850.0
Hensel	Fanny	Sechs Lieder	Op.	9	3		Der Rosenkranz		1850.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.3_-_Der_Rosenkranz.mxl	1.0	805.0		0.0	30.0	11.0	1850.0
Hensel	Fanny	Sechs Lieder	Op.	9	4		Die frühen Gräber		1850.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.4_-_Die_fruhen_Graber.mxl	1.0	237.0		0.0	30.0	9.0	1850.0
Hensel	Fanny	Sechs Lieder	Op.	9	5		Der Maiabend		1850.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.5_-_Der_Maiabend.mxl	1.0	275.0		0.0	30.0	8.0	1850.0
Hensel	Fanny	Sechs Lieder	Op.	9	6		Die Mainacht		1850.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_6_Lieder_Op.9_No.6_-_Die_Mainacht.mxl	1.0	457.0		0.07192671404721926	30.0	12.0	1850.0
Hensel	Fanny	Fünf Lieder	Op.	10	1		Nach Süden		1850.0	4.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_5_Lieder_Op.10_No.1_-_Nach_Suden.mxl	1.0	1958.0		0.0995409384752024	30.0	13.0	1850.0
Hensel	Fanny	Fünf Lieder	Op.	10	2		Vorwurf		1850.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_5_Lieder_Op.10_No.2_-_Vorwurf.mxl	1.0	861.0		0.11548685219089826	30.0	16.0	1850.0
Hensel	Fanny	Fünf Lieder	Op.	10	3		Abendbild		1850.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_5_Lieder_Op.10_No.3_-_Abendbild.mxl	1.0	996.0		0.07344090826922439	30.0	13.0	1850.0
Hensel	Fanny	Fünf Lieder	Op.	10	4		Im Herbste		1850.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_5_Lieder_Op.10_No.4_-_Im_Herbste.mxl	1.0	788.0		0.30716177282649343	30.0	15.0	1850.0
Hensel	Fanny	Fünf Lieder	Op.	10	5		Bergeslust		1850.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Hensel_Fanny_Mendelssohn_-_5_Lieder_Op.10_No.5_-_Bergeslust.mxl	1.0	1229.0		0.064626054844429	30.0	12.0	1850.0
Joplin	Scott	Ragtimes					Antoinette		1906.0			1.0	kern					CCARH	antoinette.xml	1.0	1471.0		0.48181566925388003	34.0	19.0	1906.0
Joplin	Scott	Ragtimes					Augustan Club Waltz		1901.0			1.0	kern					CCARH	augustan.xml	1.0	1708.0		0.16148675346058802	34.0	13.0	1901.0
Joplin	Scott	Ragtimes					Bethena		1905.0			1.0	kern					CCARH	bethena.xml	1.0	2031.0		0.2858234110126757	34.0	20.0	1905.0
Joplin	Scott	Ragtimes					Binks's Waltz		1905.0			1.0	kern					CCARH	binks.xml	1.0	1778.0		0.2352458909632509	34.0	15.0	1905.0
Joplin	Scott	Ragtimes					A Breeze from Alabama		1902.0			1.0	kern					CCARH	breeze.xml	1.0	1799.0		0.2556688558231465	34.0	15.0	1902.0
Joplin	Scott	Ragtimes					The Cascades		1904.0			1.0	kern					CCARH	cascades.xml	1.0	1430.0		0.16561545389423024	34.0	17.0	1904.0
Joplin	Scott	Ragtimes					The Chrysanthemum		1904.0			1.0	kern					CCARH	chrysanthemum.xml	1.0	1548.0		0.13614912408286728	34.0	16.0	1904.0
Joplin	Scott	Ragtimes					Cleopha		1902.0			1.0	kern					CCARH	cleopha.xml	1.0	1422.0		0.2433109563915969	34.0	15.0	1902.0
Joplin	Scott	Ragtimes					Combination March		1896.0			1.0	kern					CCARH	combination.xml	1.0	1288.0		0.22552614473164997	34.0	15.0	1896.0
Joplin	Scott	Ragtimes					Country Club		1909.0			1.0	kern					CCARH	countryclub.xml	1.0	1413.0		0.24136031489005905	34.0	16.0	1909.0
Joplin	Scott	Ragtimes					The Crush Collision March		1896.0			1.0	kern					CCARH	crush.xml	1.0	1720.0		0.18825548187281227	34.0	15.0	1896.0
Joplin	Scott	Ragtimes					The Easy Winners		1901.0			1.0	kern					CCARH	winners.xml	1.0	1692.0		0.10060232747819492	34.0	16.0	1901.0
Joplin	Scott	Ragtimes					Elite Syncopations		1902.0			1.0	kern					CCARH	elite.xml	1.0	1453.0		0.31136791459724794	34.0	16.0	1902.0
Joplin	Scott	Ragtimes					The Entertainer		1902.0			1.0	kern					CCARH	entertainer.xml	1.0	1748.0		0.195522607908617	34.0	15.0	1902.0
Joplin	Scott	Ragtimes					Eugenia		1905.0			1.0	kern					CCARH	eugenia.xml	1.0	1937.0		0.1590123053818492	34.0	16.0	1905.0
Joplin	Scott	Ragtimes					Fig Leaf Rag		1908.0			1.0	kern					CCARH	figleaf.xml	1.0	1810.0		0.3445282755210425	34.0	16.0	1908.0
Joplin	Scott	Ragtimes					Gladiolus Rag		1907.0			1.0	kern					CCARH	gladiolus.xml	1.0	1765.0		0.17408842423983528	34.0	14.0	1907.0
Joplin	Scott	Ragtimes					Harmony Club Waltz		1896.0			1.0	kern					CCARH	harmony.xml	1.0	2087.0		0.2365112245453765	34.0	16.0	1896.0
Joplin	Scott	Ragtimes					Heliotrope Bouquet		1907.0															34.0		1907.0
Joplin	Scott	Ragtimes					Leola		1905.0			1.0	kern					CCARH	leola.xml	1.0	1550.0		0.13420035001452588	34.0	19.0	1905.0
Joplin	Scott	Ragtimes					Lily Queen		1907.0			1.0	kern					CCARH	lilyqueen.xml	1.0	1590.0		0.2786912614085887	34.0	15.0	1907.0
Joplin	Scott	Ragtimes					Magnetic Rag		1914.0			1.0	kern					CCARH	magnetic.xml	1.0	1995.0		0.21281263328588654	34.0	14.0	1914.0
Joplin	Scott	Ragtimes					Maple Leaf Rag		1899.0			1.0	kern					CCARH	mapleleaf.xml	1.0	1645.0		0.10507893198107572	34.0	13.0	1899.0
Joplin	Scott	Ragtimes					March Majestic		1902.0			1.0	kern					CCARH	majestic.xml	1.0	1380.0		0.20063230783577374	34.0	15.0	1902.0
Joplin	Scott	Ragtimes					The Nonpareil		1907.0			1.0	kern					CCARH	nonpareil.xml	1.0	1428.0		0.22133357327341047	34.0	15.0	1907.0
Joplin	Scott	Ragtimes					Original Rags		1899.0			1.0	kern					CCARH	original.xml	1.0	1855.0		0.21393055412498027	34.0	17.0	1899.0
