composer	composer_first	work_group	work catalogue	opus	no	mov	title	composition	publication	pages	prio	done	by	time	est_time	CHF	comment	source	filename	parsed	no_notes	Unnamed: 22	entropy	comp_ID	fifth_width	display_year
Schumann	Robert	Liederkreis	Op.	39	1		In der Fremde I	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.1_-_In_der_Fremde_I.mxl	1.0	820.0		0.0	59.0	11.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	2		Intermezzo	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.2_-_Intermezzo.mxl	1.0	709.0		0.13975031403156593	59.0	14.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	3		Waldesgespräch	1840.0	1842.0	3.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.3_-_Waldesgesprach.mxl	1.0	1338.0		0.2590666396992992	59.0	17.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	4		Die Stille	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.4_-_Die_Stille.mxl	1.0	768.0		0.19139917637410825	59.0	14.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	5		Mondnacht	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.5_-_Mondnacht.mxl	1.0	1363.0		0.10884345981970196	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	6		Schöne Fremde	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.6_-_Schone_Fremde.mxl	1.0	1337.0		0.07192671404721926	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	7		Auf einer Burg	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.7_-_Auf_einer_Burg.mxl	1.0	452.0		0.0	59.0	10.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	8		In der Fremde II	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.8_-_In_der_Fremde_II.mxl	1.0	867.0		0.08210234466952096	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	9		Wehmuth	1840.0	1842.0	1.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.9_-_Wehmuth.mxl	1.0	623.0		0.0676065103715944	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	10		Zwielicht	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.10_-_Zwielicht.mxl	1.0	778.0		0.11002741216271628	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	11		Im Walde	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.11_-_Im_Walde.mxl	1.0	780.0		0.056307472243523976	59.0	13.0	1840.0
Schumann	Robert	Liederkreis	Op.	39	12		Frühlingsnacht	1840.0	1842.0	2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Liederkreis_Op.39_No.12_-_Fruhlingsnacht.mxl	1.0	1581.0		0.08287463971666491	59.0	13.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	1		Seit ich ihn gesehen	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.1_-_Seit_ich_ihn_gesehen.mxl	1.0	643.0		0.08333333333333333	59.0	13.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	2		Er, der Herrlichste von Allen	1840.0		3.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.2_-_Er_der_Herrlichste_von_allen.mxl	1.0	2312.0		0.2431936966532804	59.0	16.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	3		Ich kann's nicht fassen, nicht glauben	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.3_-_Ich_kanns_nicht_fassen_nicht_glauben.mxl	1.0	748.0		0.14706103385419186	59.0	14.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	4		Du Ring an meinem Finger	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.4_-_Du_Ring_an_meinem_Finger.mxl	1.0	1153.0		0.14999812772896914	59.0	13.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	5		Helft mir, ihr Schwestern	1840.0		3.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.5_-_Helft_mir_ihr_Schwestern.mxl	1.0	1293.0		0.1548124692281256	59.0	14.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	6		Süßer Freund, du blickest	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.6_-_Susser_Freund_du_blickest.mxl	1.0	1239.0		0.07652465283787413	59.0	12.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	7		An meinem Herzen, an meiner Brust	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.7_-_An_meinem_Herzen_an_meiner_Brust.mxl	1.0	1020.0		0.06368370887571835	59.0	12.0	1840.0
Schumann	Robert	Frauenliebe und Leben	Op.	42	8		Nun hast du mir den ersten Schmerz getan	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Frauenliebe_und_Leben_Op.42_No.8_-_Nun_hast_du_mir_den_ersten_Schmerz_getan.mxl	1.0	648.0		0.1343532218829634	59.0	13.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	1		Im wunderschönen Monat Mai	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.1_-_Im_wunderschonen_Monat_Mai.mxl	1.0	482.0		0.09182958340544893	59.0	13.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	2		Aus meinen Thränen sprießen	1840.0		1.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.2_-_Aus_meinen_Thranen_spriessen.mxl	1.0	275.0		0.08348143945949904	59.0	12.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	3		Die Rose, die Lilie, die Taube	1840.0		1.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.3_-_Die_Rose_die_Lilie_die_Taube.mxl	1.0	511.0		0.0	59.0	9.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	4		Wenn ich in deine Augen seh'	1840.0		1.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.4_-_Wenn_ich_in_deine_Augen_seh.mxl	1.0	469.0		0.0	59.0	11.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	5		Ich will meine Seele tauchen	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.5_-_Ich_will_meine_Seele_tauchen.mxl	1.0	602.0		0.0452970369332997	59.0	13.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	6		Im Rhein, im heil'gen Strome	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.6_-_Im_Rhein_im_heiligen_Strome.mxl	1.0	670.0		0.20883834074138533	59.0	15.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	7		Ich grolle nicht	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.7_-_Ich_grolle_nicht.mxl	1.0	1198.0		0.162399744490909	59.0	14.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	8		Und wüssten's die Blumen	1840.0		3.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.8_-_Und_wusstens_die_Blumen.mxl	1.0	1268.0		0.0	59.0	10.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	9		Das ist ein Flöten und Geigen	1840.0		3.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.9_-_Das_ist_ein_Floten_und_Geigen.mxl	1.0	1353.0		0.07945152304713743	59.0	17.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	10		Hör' ich das Liedchen klingen	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.10_-_Hor_ich_das_Liedchen_klingen.mxl	1.0	437.0		0.1182381353625952	59.0	13.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	11		Ein Jüngling liebt ein Mädchen	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.11_-_Ein_Jungling_liebt_ein_Madchen.mxl	1.0	645.0		0.11314940174800026	59.0	14.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	12		Am leuchtenden Sommermorgen	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.12_-_Am_leuchtenden_Sommermorgen.mxl	1.0	697.0		0.229227462488802	59.0	17.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	13		Ich hab' im Traum geweinet	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.13_-_Ich_hab_im_Traum_geweinet.mxl	1.0	593.0		0.13668532741182096	59.0	14.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	14		Allnächtlich im Träume	1840.0		2.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.14_-_Allnachtlich_im_Traume.mxl	1.0	590.0		0.11760977757746065	59.0	14.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	15		Aus alten Märchen	1840.0		4.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.15_-_Aus_alten_Marchen.mxl	1.0	2065.0		0.15643593714440715	59.0	14.0	1840.0
Schumann	Robert	Dichterliebe	Op.	48	16		Die alten, bösen Lieder	1840.0		4.0		1.0	OpenScore Lieder Corpus					OSLC	Schumann_Robert_-_Dichterliebe_Op.48_No.16_-_Die_alten_bosen_Lieder.mxl	1.0	1652.0		0.6637927436049231	59.0	22.0	1840.0
Scriabin	Alexander	12 Etudes	Op.	8	1			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - I.xml	1.0	1516.0		0.21668438326158004	61.0	15.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	2			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - II.xml	1.0	896.0		0.2992950098393277	61.0	15.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	3			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - III.xml	1.0	2124.0		0.2347133859255809	61.0	16.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	4			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - IV.xml	1.0	762.0		0.20507529594564705	61.0	15.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	5			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - IX.xml	1.0	3856.0		0.6835743537201021	61.0	23.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	6			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - V.xml	1.0	1602.0		0.10645608474618153	61.0	14.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	7			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - VI.xml	1.0	1428.0		0.2210917074364848	61.0	18.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	8			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - VII.xml	1.0	1888.0		0.3474330509899771	61.0	22.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	9			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - VIII.xml	1.0	1252.0		0.3397802909278777	61.0	19.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	10			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - X.xml	1.0	2109.0		0.3556191259512204	61.0	17.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	11			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - XI.xml	1.0	1476.0		0.2583555382328052	61.0	20.0	1894.0
Scriabin	Alexander	12 Etudes	Op.	8	12			1894.0				1.0	PhilTA		0.0	0.0		MS	Scriabin_op8_Twelve Etudes - XII.xml	1.0	2458.0		0.2815626484171822	61.0	17.0	1894.0
Scriabin	Alexander		Op.	9			Nocturne for the left hand	1894.0				1.0	mooing					MS	Scriabins_Nocturne_for_the_left_hand.mxl	1.0	2148.0		0.6954420326665622	61.0	27.0	1894.0
Scriabin	Alexander	Préludes	Op.	11	1		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai	instead of having 5-tuplets there are 3-tuplets + 2 8th	DCML	Scriabin_11_1.xml	1.0	496.0		0.06769571681864557	61.0	15.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	2		24 Preludes	1898.0		2.0	4.0	1.0	albane	10.0	60.0	25.0	NB for Scriabin op 11 : the 24 préludes are spread in 2, from no 1 to 12 and from no 13 to 24 (a photoscore and xml file for each)	DCML	Scriabin_11_2.xml	1.0	643.0		0.2137784519890283	61.0	19.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	3		24 Preludes	1898.0		2.0	4.0	1.0	albane	10.0	60.0	25.0		DCML	Scriabin_11_3.xml	1.0	636.0		0.16138894848979687	61.0	14.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	4		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_4.xml	1.0	454.0		0.07880502538338667	61.0	12.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	5		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_5.xml	1.0	419.0		0.13263939821519394	61.0	13.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	6		24 Preludes	1898.0		2.0	4.0	1.0	albane	10.0	60.0	25.0		DCML	Scriabin_11_6.xml	1.0	638.0		0.23627380553794786	61.0	15.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	7		24 Preludes	1898.0		2.0	4.0	1.0	albane	15.0	60.0	25.0		DCML	Scriabin_11_7.xml	1.0	720.0		0.0	61.0	9.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	8		24 Preludes	1898.0		2.0	4.0	1.0	albane	10.0	60.0	25.0		DCML	Scriabin_11_8.xml	1.0	658.0		0.07880502538338667	61.0	12.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	9		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_9.xml	1.0	398.0		0.07953616691041375	61.0	13.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	10		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_10.xml	1.0	384.0		0.0	61.0	11.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	11		24 Preludes	1898.0		2.0	4.0	1.0	albane	15.0	60.0	25.0		DCML	Scriabin_11_11.xml	1.0	855.0		0.09600325989506947	61.0	14.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	12		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_12.xml	1.0	461.0		0.16808632036847407	61.0	14.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	13		24 Preludes	1898.0		1.0	4.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_11_13.xml	1.0	406.0		0.0	61.0	11.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	14		24 Preludes	1898.0		2.0	4.0	1.0	albane	20.0	60.0	25.0		DCML	Scriabin_11_14.xml	1.0	1127.0		0.0	61.0	11.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	15		24 Preludes	1898.0		1.0	4.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_11_15.xml	1.0	386.0		0.0	61.0	6.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	16		24 Preludes	1898.0		2.0	4.0	1.0	albane	40.0	60.0	25.0	the time signature is one bar at 5/8 and one bar at 4/8, so I made everything 5/8 and added 1/8 silence to the 4/8 bars				0.0			61.0		1898.0
Scriabin	Alexander	Préludes	Op.	11	17		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_17.xml	1.0	239.0		0.13145364592347786	61.0	13.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	18		24 Preludes	1898.0		2.0	4.0	1.0	albane	20.0	60.0	25.0		DCML	Scriabin_11_18.xml	1.0	1050.0		0.2230630933573048	61.0	20.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	19		24 Preludes	1898.0		2.0	4.0	1.0	albane	30.0	60.0	25.0					0.0			61.0		1898.0
Scriabin	Alexander	Préludes	Op.	11	20		24 Preludes	1898.0		1.0	4.0	1.0	albane	40.0	30.0	12. Mai	l.h. bar 259 i changed the rythm a bit				0.0			61.0		1898.0
Scriabin	Alexander	Préludes	Op.	11	21		24 Preludes	1898.0		1.0	4.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_11_21.xml	1.0	337.0		0.15093984370492775	61.0	13.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	22		24 Preludes	1898.0		1.0	4.0	1.0	albane	10.0	30.0	12. Mai		DCML	Scriabin_11_22.xml	1.0	280.0		0.11781807085863615	61.0	13.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	23		24 Preludes	1898.0		1.0	4.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_11_23.xml	1.0	374.0		0.0	61.0	11.0	1898.0
Scriabin	Alexander	Préludes	Op.	11	24		24 Preludes	1898.0		2.0	4.0	1.0	albane	20.0	60.0	25.0	same correction than for the 16th Prélude				0.0			61.0		1898.0
Scriabin	Alexander	Préludes	Op.	13	1		6 Preludes	1895.0		2.0	1.0	1.0	albane	60.0	60.0	25.0		DCML	Scriabin_13_1.mxl	1.0	832.0		0.11720227384295112	61.0	14.0	1895.0
Scriabin	Alexander	Préludes	Op.	13	2		6 Preludes	1895.0		2.0	1.0	1.0	albane	60.0	60.0	25.0		DCML	Scriabin_13_2.mxl	1.0	507.0		0.1574372023757632	61.0	13.0	1895.0
Scriabin	Alexander	Préludes	Op.	13	3		6 Preludes	1895.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_13_3.mxl	1.0	285.0		0.07317247797485697	61.0	15.0	1895.0
Scriabin	Alexander	Préludes	Op.	13	4		6 Preludes	1895.0		2.0	1.0	1.0	albane	30.0	60.0	25.0	i replaced the 5-tuplets by a mix of 8th and 16th	DCML	Scriabin_13_4.mxl	1.0	634.0		0.02138121652902196	61.0	13.0	1895.0
Scriabin	Alexander	Préludes	Op.	13	5		6 Preludes	1895.0		2.0	1.0	1.0	albane	45.0	60.0	25.0		DCML	Scriabin_13_5.mxl	1.0	604.0		0.19766254304464306	61.0	14.0	1895.0
Scriabin	Alexander	Préludes	Op.	13	6		6 Preludes	1895.0		2.0	1.0	1.0	albane	45.0	60.0	25.0		DCML	Scriabin_13_6.mxl	1.0	1456.0		0.17406507553797598	61.0	14.0	1895.0
Scriabin	Alexander	Préludes	Op.	15	1		5 Preludes	1896.0		2.0	1.0	1.0	ds	30.0	60.0	25.0	We have the lite version of Photoscore so I cannot do the 5-tuplet (only 3-tuplet). I wanted to change in the xml file with MS but it said that the file is corrupted. I tried several times to change the rhythm but MS crashed and the software made strange silences. I did not managed to correct it.	DCML	Scriabin_15_1.mxl	1.0	535.0		0.15961018170143818	61.0	14.0	1896.0
Scriabin	Alexander	Préludes	Op.	15	2		5 Preludes	1896.0		2.0	1.0	1.0	ds	30.0	60.0	25.0		DCML	Scriabin_15_2.mxl	1.0	580.0		0.08041835873232456	61.0	13.0	1896.0
Scriabin	Alexander	Préludes	Op.	15	3		5 Preludes	1896.0		2.0	1.0	1.0	ds	30.0	60.0	25.0		DCML	Scriabin_15_3.mxl	1.0	695.0		0.07375255676901207	61.0	12.0	1896.0
Scriabin	Alexander	Préludes	Op.	15	4		5 Preludes	1896.0		1.0	1.0	1.0	ds	30.0	30.0	12. Mai		DCML	Scriabin_15_4.mxl	1.0	400.0		0.07652465283787413	61.0	12.0	1896.0
Scriabin	Alexander	Préludes	Op.	15	5		5 Preludes	1896.0		1.0	1.0	1.0	ds	30.0	30.0	12. Mai		DCML	Scriabin_15_5.mxl	1.0	324.0		0.2698178828757521	61.0	15.0	1896.0
Scriabin	Alexander	Préludes	Op.	16	1		5 Preludes	1895.0		2.0	1.0	1.0	albane	60.0	60.0	25.0		DCML	Scriabin_16_1.mxl	1.0	580.0		0.01869022801682573	61.0	13.0	1895.0
Scriabin	Alexander	Préludes	Op.	16	2		5 Preludes	1895.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_16_2.mxl	1.0	601.0		0.07344090826922439	61.0	12.0	1895.0
Scriabin	Alexander	Préludes	Op.	16	3		5 Preludes	1895.0		01. Mai	1.0	1.0	albane	30.0	45.0	18.75		DCML	Scriabin_16_3.mxl	1.0	567.0		0.0	61.0	11.0	1895.0
Scriabin	Alexander	Préludes	Op.	16	4		5 Preludes	1895.0		0.5	1.0	1.0	albane	15.0	15.0	Jun 25		DCML	Scriabin_16_4.mxl	1.0	177.0		0.0	61.0	11.0	1895.0
Scriabin	Alexander	Préludes	Op.	16	5		5 Preludes	1895.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_16_5.mxl	1.0	273.0		0.0	61.0	10.0	1895.0
Scriabin	Alexander	Préludes	Op.	17	1		7 Preludes	1896.0		2.0	1.0	1.0	albane	60.0	60.0	25.0		DCML	Scriabin_17_1.mxl	1.0	581.0		0.05681576466699401	61.0	13.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	2		7 Preludes	1896.0		2.0	1.0	1.0	albane	30.0	60.0	25.0		DCML	Scriabin_17_2.mxl	1.0	681.0		0.1961847918487103	61.0	14.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	3		7 Preludes	1896.0		2.0	1.0	1.0	albane	30.0	60.0	25.0		DCML	Scriabin_17_3.mxl	1.0	552.0		0.06368370887571835	61.0	13.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	4		7 Preludes	1896.0		1.0	1.0	1.0	albane	20.0	30.0	12. Mai	l.h. at the end i replaced a B flat by a C double flat because the B was too low and doesn't seem to be accepted by photoscore!	DCML	Scriabin_17_4.mxl	1.0	311.0		0.20384382283061664	61.0	20.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	5		7 Preludes	1896.0		3.0	1.0	1.0	albane	90.0	90.0	37.5		DCML	Scriabin_17_5.mxl	1.0	891.0		0.04313003561324594	61.0	15.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	6		7 Preludes	1896.0		01. Mai	1.0	1.0	albane	30.0	45.0	18.75		DCML	Scriabin_17_6.mxl	1.0	369.0		0.1905553296967255	61.0	17.0	1896.0
Scriabin	Alexander	Préludes	Op.	17	7		7 Preludes	1896.0		02. Mai	1.0	1.0	albane	75.0	75.0	31.25		DCML	Scriabin_17_7.mxl	1.0	839.0		0.3082030322646411	61.0	16.0	1896.0
Scriabin	Alexander	Préludes	Op.	22	1		4 Preludes	1897.0		01. Mai	1.0	1.0	albane	20.0	45.0	18.75		DCML	Scriabin_22_1.mxl	1.0	292.0		0.16343638372690633	61.0	15.0	1897.0
Scriabin	Alexander	Préludes	Op.	22	2		4 Preludes	1897.0		0.5	1.0	1.0	albane	15.0	15.0	Jun 25		DCML	Scriabin_22_2.mxl	1.0	301.0		0.07283175401061316	61.0	12.0	1897.0
Scriabin	Alexander	Préludes	Op.	22	3		4 Preludes	1897.0		2.0	1.0	1.0	albane	40.0	60.0	25.0		DCML	Scriabin_22_3.mxl	1.0	343.0		0.2393941530816213	61.0	14.0	1897.0
Scriabin	Alexander	Préludes	Op.	22	4		4 Preludes	1897.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_22_4.mxl	1.0	440.0		0.08333333333333333	61.0	14.0	1897.0
Scriabin	Alexander	Préludes	Op.	27	1		2 Preludes	1901.0		2.0	1.0	1.0	ds	30.0	60.0	25.0		DCML	Scriabin_27_1.mxl	1.0	1017.0		0.3114664310718494	61.0	16.0	1901.0
Scriabin	Alexander	Préludes	Op.	27	2		2 Preludes	1901.0		1.0	1.0	1.0	ds	30.0	30.0	12. Mai		DCML	Scriabin_27_2.mxl	1.0	233.0		0.08826823585951535	61.0	12.0	1901.0
Scriabin	Alexander	Préludes	Op.	31	1		4 Preludes	1903.0		2.0	1.0	1.0	albane	60.0	60.0	25.0		DCML	Scriabin_31_1.mxl	1.0	713.0		0.3905552053213717	61.0	20.0	1903.0
Scriabin	Alexander	Préludes	Op.	31	2		4 Preludes	1903.0		1.0	1.0	1.0	albane	20.0	30.0	12. Mai		DCML	Scriabin_31_2.mxl	1.0	295.0		0.0676065103715944	61.0	12.0	1903.0
Scriabin	Alexander	Préludes	Op.	31	3		4 Preludes	1903.0		01. Mai	1.0	1.0	albane	80.0	45.0	18.75		DCML	Scriabin_31_3.mxl	1.0	455.0		0.12268670496694513	61.0	14.0	1903.0
Scriabin	Alexander	Préludes	Op.	31	4		4 Preludes	1903.0		0.5	1.0	1.0	albane	10.0	15.0	Jun 25		DCML	Scriabin_31_4.mxl	1.0	168.0		0.12728527374932774	61.0	16.0	1903.0
Scriabin	Alexander	Préludes	Op.	33	1		4 Preludes	1903.0		1.0	1.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_33_1.mxl	1.0	225.0		0.0	61.0	11.0	1903.0
Scriabin	Alexander	Préludes	Op.	33	2		4 Preludes	1903.0		1.0	1.0	1.0	albane	15.0	30.0	12. Mai		DCML	Scriabin_33_2.mxl	1.0	270.0		0.4987549868554588	61.0	21.0	1903.0
Scriabin	Alexander	Préludes	Op.	33	3		4 Preludes	1903.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_33_3.mxl	1.0	265.0		0.15919523852853634	61.0	15.0	1903.0
Scriabin	Alexander	Préludes	Op.	33	4		4 Preludes	1903.0		1.0	1.0	1.0	albane	30.0	30.0	12. Mai		DCML	Scriabin_33_4.mxl	1.0	543.0		0.2929454961695372	61.0	17.0	1903.0
