,filepath,composer,filename,measure_no,no_accs,mode,key_area,type,note_name,tpc,step,acc,octave,pitch,pitch_class,duration,onset
0,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,1,-5,major,0,note,Ab4,Ab,A,-1,4,68,8,0.25,0
1,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,1,-5,major,0,note,Ab4,Ab,A,-1,4,68,8,0.25,0.42857142857142855
2,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,1,-5,major,0,note,F5,F,F,0,5,77,5,0.25,0.8571428571428571
3,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,1,-5,major,0,note,Eb5,Eb,E,-1,5,75,3,0.25,1.2857142857142856
4,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,2,,,,note,Db5,Db,D,-1,5,73,1,0.5,1.7142857142857142
5,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,2,,,,note,Ab4,Ab,A,-1,4,68,8,0.5,2.571428571428571
6,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,3,,,,note,Ab4,Ab,A,-1,4,68,8,0.25,3.4285714285714284
7,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,3,,,,note,Db5,Db,D,-1,5,73,1,0.25,3.8571428571428568
8,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,3,,,,note,C5,C,C,0,5,72,0,0.25,4.285714285714286
9,data\scores\Reichardt\Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied.mxl,Reichardt,Reichardt_Louise_-_Sechs_Lieder_von_Novalis_Op.4_No.3b_-_Geistliches_Lied,3,,,,note,G4,G,G,0,4,67,7,0.25,4.714285714285714
